1,1,2010,0,0,3748300
2,1,2010,0,0,3000008.38
3,1,2010,0,0,4465382.62
4,1,2010,0,0,3708691.98
5,1,2010,0,0,4734429.28
6,1,2010,0,0,3609187.15
7,1,2010,0,0,4959995.77
8,1,2010,0,0,3544639.14
9,1,2010,0,0,4261587.06
10,1,2010,0,0,4290943.88
11,1,2010,0,0,3216188.09
12,1,2010,0,0,4169446.1
13,1,2010,0,0,3501862.05
14,1,2010,0,0,3595347.5
15,1,2010,0,0,3527777.47
16,1,2010,0,0,3468373.07
17,1,2010,0,0,2893423.38
18,1,2010,0,0,4213148.3
19,1,2010,0,0,3715476.12
20,1,2010,0,0,4121747.43
21,1,2010,0,0,3816498.13
22,1,2010,0,0,3029192.52
23,1,2010,0,0,3725837.35
24,1,2010,0,0,3284436.54
25,1,2010,2.7814,0,3571047.95
26,1,2010,0,0,2224124.79
27,1,2010,0,4.572,3606991.56
28,1,2010,0,0,3765666.42
29,1,2010,0,0,2954468.3
30,1,2010,0,0,3695851.45
31,1,2010,0,0,2802503.56
1,2,2010,0,0,3007902.65
2,2,2010,0,0,3295648.87
3,2,2010,0,0,2889180.2
4,2,2010,0,0,3155278.84
5,2,2010,0,0,3139083.25
6,2,2010,0,0,2616938.83
7,2,2010,0,0,3221751.08
8,2,2010,0,0,3229731.7
9,2,2010,0,0,2475767.05
10,2,2010,0,0,3234455.93
11,2,2010,0,0,2796040.13
12,2,2010,0,0,2665747.64
13,2,2010,0,0,2073874.59
14,2,2010,0,0,3004374.9
15,2,2010,0,0,2711596.09
16,2,2010,0,0,2802614.58
17,2,2010,0,0,3164875.32
18,2,2010,0,0,4149710.42
19,2,2010,0,0,1857176.83
20,2,2010,0,0,1652184.79
21,2,2010,0,0,1821566.26
22,2,2010,0,0,1872508.98
23,2,2010,0,0,2724695.65
24,2,2010,0,0,4068313.08
25,2,2010,0,0,2583708.88
26,2,2010,0,0,2763673.61
27,2,2010,0,0,1991132.76
28,2,2010,0,0,1012970.78
1,3,2010,0,0,1261134.62
2,3,2010,0,0,1911548.63
3,3,2010,0,0,3031770.49
4,3,2010,0,0,4270702.47
5,3,2010,0,0,2552563.51
6,3,2010,0,0,2071629.66
7,3,2010,0,0,2159071.06
8,3,2010,0,0,2243811.13
9,3,2010,0,0,3341003.93
10,3,2010,0,0,3224279.72
11,3,2010,0,0,3704498.15
12,3,2010,0,0,1024244.79
13,3,2010,0,0,2537465.72
14,3,2010,0,0,1768489.62
15,3,2010,0,0,2273254.3
16,3,2010,0,0,2028531.87
17,3,2010,0,0,2023203.24
18,3,2010,0,0,2171467.53
19,3,2010,0,0,2645037.51
20,3,2010,0,0,1946764.48
21,3,2010,0,0,2006452.58
22,3,2010,0,0,1933405.89
23,3,2010,0,0,2436949.43
24,3,2010,0,0,1894958.32
25,3,2010,0,0,2002752.14
26,3,2010,0,0,1842658.77
27,3,2010,0,0,1503192.74
28,3,2010,0,0,1707099.32
29,3,2010,0,0,2038794.42
30,3,2010,1.794,0,625744.4
31,3,2010,0.018,2.54,2779186.68
1,4,2010,0,0,2615952.05
2,4,2010,0,0,2555264.83
3,4,2010,0,0,1695171.56
4,4,2010,0,0,2125273.71
5,4,2010,0,0,1704644.69
6,4,2010,0,0,2097039.35
7,4,2010,0,0,997885.32
8,4,2010,0,0,2300292.18
9,4,2010,0,0,2170776.78
10,4,2010,0,0,1006877.39
11,4,2010,0,0,2092228.78
12,4,2010,0,0,1993920.42
13,4,2010,0,0,1090260.64
14,4,2010,0,0,2479418.15
15,4,2010,0,0,1547499.34
16,4,2010,0,0,1579446.47
17,4,2010,0,0,902784.01
18,4,2010,0,0,1510272.91
19,4,2010,0,0,1634225.32
20,4,2010,0,0,1279834.18
21,4,2010,0,0,1688251.74
22,4,2010,0,0,1552198.9
23,4,2010,0,0,1568332.82
24,4,2010,0,0,1619892.28
25,4,2010,0,0,1689448.22
26,4,2010,0,0,1750332.79
27,4,2010,0,0,1797254.37
28,4,2010,0,0,1221626.26
29,4,2010,0,0,1231222.73
30,4,2010,0,0,1263922.29
1,5,2010,1.0702,0,1893872.86
2,5,2010,0,0,753643.95
3,5,2010,0,0,832438.65
4,5,2010,0,0,1320637.7
5,5,2010,0,0,1791469.35
6,5,2010,0,0,1435104.64
7,5,2010,0,0,1256225.37
8,5,2010,0,0,1409546.94
9,5,2010,0,0,1450276.44
10,5,2010,0,0,1181476.48
11,5,2010,0,0,1429553.98
12,5,2010,0.80919,0,920743.48
13,5,2010,0,0,1527134.58
14,5,2010,0,0,994480.92
15,5,2010,0,0,954417.48
16,5,2010,0,0,971155.81
17,5,2010,3.9416,0,1256731.1
18,5,2010,0,0,835102.96
19,5,2010,20.465,0,1596160.12
20,5,2010,0.78309,26.416,1279344.9
21,5,2010,28.322,2.54,1856506.64
22,5,2010,7.4655,43.18,2297113.92
23,5,2010,19.421,25.908,3218062.98
24,5,2010,17.437,3.302,2777465.98
25,5,2010,15.923,10.16,6208692.8
